stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.49044289044289047,0.4956119511933927,0.035774799225299976,2.6719189042382564e-05,0.001306555448652877,True,43.39047619047619,0.14448888218628084
mean_ub,1.0890511172545503,1.0605912511678708,0.2638348511539107,0.0008099639776717297,0.07041879266107864,True,54.93571428571429,0.10787000262553316
std_ub,0.7948249511494707,0.5417115116953312,0.19289770453249458,0.06406641323230437,0.10127593764620993,True,89.28333333333335,1.3121640823439729
10q_ub,0.5340530687824412,0.6088242937137683,0.12877351229659345,0.005590736077731119,0.022173353546931875,True,35.48571428571429,0.5806413415137169
30q_ub,0.6967239115754182,0.7359945731714368,0.16730712845590123,0.0015421848621890064,0.02953386009434874,True,43.64761904761905,0.23472198679430148
50q_ub,0.8737024189713338,0.8902462875005744,0.2145672055683513,0.00027369958591279796,0.04631278529132391,True,47.228571428571435,0.07710343472768252
70q_ub,1.1194044986498284,1.1354042136839457,0.29051599400378464,0.0002559908811729606,0.08465553365318029,True,48.62380952380953,0.05507343955014371
90q_ub,1.8005100969064642,1.7201785884288097,0.48393723416062867,0.006453151254295489,0.24064839786133452,True,58.40952380952381,0.16599571764091808
mean_lb,-1.060519007826157,-1.0266811747735667,0.21222656314769203,0.0011449989456949767,0.04618511305117577,True,50.38571428571429,0.15944202530878307
std_lb,0.8644884999148749,0.5381018523207066,0.1905878622890864,0.10652824372775978,0.14285197697968338,True,95.02380952380953,1.7125258853006091
10q_lb,0.5419935323757272,0.5879879839769431,0.09421491809207849,0.002115489578096587,0.010991940369193761,True,32.971428571428575,0.4881865052014838
30q_lb,0.6742808129161858,0.7074623673715051,0.12008596440495169,0.0011010155560713228,0.015521654403138671,True,36.91428571428572,0.2763150099992128
50q_lb,0.8293280940833938,0.8541226303747722,0.15779040927183088,0.0006147690299044805,0.025512582288076402,True,39.37380952380953,0.15713588934714032
70q_lb,1.0595794399283478,1.090763069328098,0.22712100236512722,0.00097241874254097,0.05255636845788126,True,39.80476190476191,0.13729962916251331
90q_lb,1.748626132332447,1.6777311797523784,0.4275170750778517,0.005026094301330178,0.18779694378445239,True,55.392857142857146,0.16582952287264435
