parameter,n,pearson_r,r2,p_value
v_ES_AttentionW,21,-0.7057496102579623,0.49808251237926576,0.0003509606661119036
v_ES_InattentionW_E,21,0.693718679221215,0.481245605900427,0.0004871397200952352
v_ES_InattentionW_S,21,-0.5764017694498546,0.3322389998249233,0.006237926495212168
theta_InatWS,21,0.38707369327498453,0.14982604402553681,0.083007722783714
theta_InatWE,21,0.262906004231123,0.06911956706077525,0.2495629395720828
t,21,-0.172033218052903,0.029595428113637672,0.4558678607678055
a,21,-0.16815254906937968,0.028275279758530142,0.46624631269347405
z,21,-0.1385049353301618,0.019183617110812304,0.5493452312604612
