parameter,n,pearson_r,r2,p_value
v_ES_AttentionW,21,-0.5137369803382553,0.2639256849670689,0.017210152409484217
a,21,-0.4643112520839682,0.21558493881178223,0.03397021053664799
v_ES_InattentionW_E,21,0.45085684415828664,0.20327189392436956,0.04024198576416667
v_ES_InattentionW_S,21,-0.42929453762413433,0.1842938000339193,0.05213073154194038
theta_InatWS,21,0.33044021045699823,0.10919073268686529,0.14346471881699144
t,21,-0.26531231433266544,0.07039062413655507,0.24509569514229343
z,21,0.11663536241781994,0.013603807766336204,0.6146226075471307
theta_InatWE,21,0.10203163247647618,0.010410454025814708,0.6598728726672807
