v_Intercept_subj,v_AttentionW_subj,v_InattentionW:C(OVcate)[low]_subj,v_InattentionW:C(OVcate)[medium]_subj,v_InattentionW:C(OVcate)[high]_subj,a_Intercept_subj,a_C(OVcate)[T.low]_subj,a_C(OVcate)[T.medium]_subj,t_Intercept_subj,t_C(OVcate)[T.low]_subj,t_C(OVcate)[T.medium]_subj,z(0)_subj,z(1)_subj
0.5838604313245191,0.02233664279688305,0.019370177176645142,0.035741409947004955,0.02920892233774812,1.5532796011465617,0.329748656741341,0.36360092955505496,0.38240636208825707,0.03571642681605665,-0.011129502415656276,,
0.44493894111965465,0.015788203410684574,0.01180633607786232,0.01762421312351109,0.02762618332423862,1.4261103248037992,0.5055204280015554,0.14125750013111857,0.34530688331931986,0.00014077809391111184,-0.01740316713262618,,
0.6650396689047807,0.028773146139386314,0.030527233880131302,0.02240170165195789,0.027411765373441477,2.5178603792243526,-0.08433406305651815,-0.26323488723900806,0.44509819076122586,-0.03874122607228376,-0.009477171196044737,,
0.5940494690627495,0.037323632921112807,0.03727753270504204,0.04509420496064809,0.03651095705501619,1.6879413359355058,0.1095093576615786,0.07136016307528605,0.29581978613025556,0.006711240427140236,-0.0012398088366205359,,
0.5955152990276854,0.023830372228687093,0.01850165829320078,0.026901140843474062,0.012383197790081037,1.9709017734548495,0.21465375493423108,0.19861332808817808,0.43088165925701866,-0.0046749777113695,-0.006045508575510871,,
0.6306427800046647,0.02283488743062017,0.01263942720434971,0.029087694173508826,0.0254487835431967,1.4817594352725412,0.0891754578598955,0.3443142265644513,0.5793409007190968,0.004818325386607063,-0.002015546091263656,,
0.6607902199299333,0.035129371255909744,0.04396298235440457,0.04473814061177228,0.036078232466668234,1.4589403809629324,0.11934850350333576,0.34564145906937754,0.36743757651766856,0.04179127248508541,-0.010953494438454664,,
0.5234729657209672,0.0242478114497994,0.02896932840795439,0.030929658211176162,0.03044422974330135,1.7866255632888715,0.07778296441268907,0.3554205077963737,0.4377602660007456,0.037291195321280696,-0.0036916377080531476,,
0.630881247611142,0.04095791264791599,0.028207352828234767,0.040816749018064605,0.029359117312231377,0.9527309999934603,-0.06290672081606229,0.1725466994827517,0.36935344565225475,0.05018946803914755,-0.007758196407863098,,
0.5376157311645386,0.0289427199868591,0.032277513162894,0.024524737777183635,0.024440337604752657,1.4834169125732626,0.2928559644743877,0.21245845589046802,0.46028867219685216,0.014670371891636428,-0.011372146584212156,,
0.6541970119431414,0.03305624174742409,0.018113230470522476,0.04851824334848291,0.030242321957615545,1.2790706525846747,-0.1571282019276045,0.020142274354746487,0.3906489318607009,-0.0037110793837987753,-0.01846818409917354,,
0.6249424677248071,0.03562838000007446,0.025712566967720847,0.03924353407856215,0.03316512471194045,1.622469561209765,0.1319341544790061,0.06578997608764521,0.3918829632407728,0.020402306900140228,-0.00787431558407795,,
0.5566636678441145,0.02446523818209421,0.03014066578794879,0.02320997906326518,0.03576864830179139,1.9594151635182522,0.009436538126887276,0.2069464158851221,0.385267296534398,0.05880767623537942,-0.017854306868637038,,
0.49046949330732986,0.02937220558557914,0.01943495467795842,0.02663124714880848,0.033998627991511494,2.336536834956968,0.02207064885631127,0.522601397704564,0.40235013912166134,0.041544342666128095,-0.006903981044690862,,
0.5925418860574295,0.030790531785714895,0.02724689735302231,0.03540910875498102,0.02658821656262768,2.2355411804535583,0.006536934085947442,0.10701892644258437,0.4403987028898652,0.028031632304769113,-0.006999367031180474,,
0.5946549407485222,0.03062514394366803,0.04626314944610671,0.03443372517561755,0.023599150720302095,2.6225900318381687,0.4612976116673999,0.037339193829410075,0.4607276520849673,-0.0009630388733602609,-0.008717719754113031,,
0.6130350127678481,0.04711649680564509,0.021435689475954547,0.0330173077943114,0.04670695500688189,2.3338625649301545,0.7848592534501504,0.23490197266531027,0.37669005757660745,0.01782109194068787,-0.008196752539514702,,
0.5361768944388079,0.022197229971652226,0.025486817281582787,0.025141679746933026,0.0232782067105346,1.5100433067186496,0.4231791559584223,0.310127569824316,0.3603219821812762,0.09446327006858977,-0.007267608138063755,,
0.4623510441129314,0.00939479504718365,0.014295996067284081,0.011206992989366492,0.015820861892922117,1.2897505762568533,0.10049409522427082,0.19988354019261495,0.3401004021006553,0.04372705564512435,-0.009876368642803073,,
0.4051599317120866,0.013250800056441553,0.016594090827433988,0.021816952201805427,-0.012062195145818484,2.1665783384812713,0.19329496713657826,0.09973122984699308,0.45036545918989185,0.06403937256562577,-0.013126451797084552,,
0.46253119737407555,0.03913417316548176,0.03569323786325996,0.03860766892568019,0.04925847549595141,2.2951863704942883,0.2998110435416583,0.3575813963584692,0.5411792534950779,0.013337514756491179,-0.009678365596246684,,
